client_id,variation,variation_clean,is_test
7031386,control,control,False
254491,control,control,False
8003355,test,test,True
7923876,control,control,False
8443142,test,test,True
8253753,test,test,True
1154031,control,control,False
7202634,test,test,True
7882288,test,test,True
9263439,test,test,True
1662843,control,control,False
5790286,control,control,False
823482,control,control,False
7534562,test,test,True
8326453,test,test,True
2929334,test,test,True
9669255,test,test,True
2555657,test,test,True
5703905,test,test,True
4439304,test,test,True
3673713,control,control,False
2775504,test,test,True
770147,control,control,False
3450220,test,test,True
6396865,control,control,False
6571403,control,control,False
8014451,control,control,False
1273901,test,test,True
8807567,test,test,True
5856806,test,test,True
685442,control,control,False
3188445,control,control,False
5225442,test,test,True
2854662,test,test,True
3449302,control,control,False
8182204,control,control,False
2809254,test,test,True
2529944,test,test,True
7050904,test,test,True
8627381,control,control,False
5926577,test,test,True
8151693,control,control,False
6168374,control,control,False
881057,test,test,True
5555638,control,control,False
41516,control,control,False
5552819,control,control,False
2763758,control,control,False
9599875,test,test,True
5245124,test,test,True
4740032,test,test,True
9006692,test,test,True
4156608,test,test,True
240400,control,control,False
3236351,test,test,True
5065737,test,test,True
7143633,control,control,False
6735099,control,control,False
9404539,control,control,False
9923389,control,control,False
503051,control,control,False
1669156,test,test,True
6542682,control,control,False
86780,test,test,True
2572041,control,control,False
2736294,test,test,True
5875727,control,control,False
9465015,test,test,True
239291,test,test,True
7258079,test,test,True
4914129,control,control,False
2010851,control,control,False
6623614,control,control,False
9101443,control,control,False
6157625,test,test,True
3007171,test,test,True
353727,control,control,False
379137,control,control,False
260044,test,test,True
42725,test,test,True
2819518,test,test,True
6862532,test,test,True
6036804,test,test,True
3329380,test,test,True
2898817,control,control,False
244011,test,test,True
786681,control,control,False
941279,control,control,False
581882,control,control,False
478808,test,test,True
2937724,control,control,False
773462,control,control,False
4766855,test,test,True
7893040,control,control,False
3423690,control,control,False
2153015,control,control,False
8538953,control,control,False
6490503,control,control,False
966341,test,test,True
515712,control,control,False
2395001,control,control,False
460257,test,test,True
2237376,test,test,True
533320,control,control,False
1814949,test,test,True
118415,control,control,False
270682,control,control,False
3407926,control,control,False
3812607,test,test,True
2620242,control,control,False
9887430,test,test,True
8671775,control,control,False
938268,test,test,True
3272906,test,test,True
8486603,control,control,False
4187527,control,control,False
8150031,test,test,True
356783,control,control,False
6796179,control,control,False
8876038,test,test,True
1341612,test,test,True
5156080,test,test,True
4135832,test,test,True
1636131,control,control,False
9618925,control,control,False
6399218,test,test,True
6199688,control,control,False
6462925,test,test,True
6340179,control,control,False
4649676,test,test,True
6343693,control,control,False
7538120,control,control,False
148037,control,control,False
50325,test,test,True
7852915,control,control,False
1941272,test,test,True
963164,control,control,False
3592062,control,control,False
7777790,test,test,True
7259206,test,test,True
6292773,control,control,False
6949668,control,control,False
108419,test,test,True
8866432,test,test,True
7430457,test,test,True
7059321,control,control,False
115839,test,test,True
6139333,test,test,True
5609004,control,control,False
4564948,test,test,True
4108261,test,test,True
4296623,control,control,False
2387182,control,control,False
3382714,control,control,False
4366790,test,test,True
6928355,test,test,True
5489642,test,test,True
5457087,test,test,True
5793876,test,test,True
9772972,control,control,False
4752282,control,control,False
5807085,test,test,True
2482224,control,control,False
8115079,control,control,False
3103157,test,test,True
1666696,test,test,True
6571686,control,control,False
4391047,control,control,False
2952896,test,test,True
4350833,control,control,False
8166616,control,control,False
4540109,test,test,True
5636190,test,test,True
3556889,test,test,True
7136865,control,control,False
3766006,test,test,True
2090574,test,test,True
3128635,test,test,True
6198147,test,test,True
9160341,test,test,True
9409908,control,control,False
5642208,test,test,True
8985316,control,control,False
5777036,control,control,False
3394078,test,test,True
5261313,control,control,False
8818002,test,test,True
5241981,test,test,True
6255565,control,control,False
7349912,test,test,True
1425912,test,test,True
6253802,control,control,False
3343218,test,test,True
5968033,control,control,False
8585073,test,test,True
144773,control,control,False
4726935,test,test,True
1770552,control,control,False
3407812,test,test,True
4852240,control,control,False
5625895,control,control,False
6581703,control,control,False
4862941,test,test,True
6576742,test,test,True
6808577,test,test,True
1216772,test,test,True
7044580,control,control,False
7301619,test,test,True
8002672,control,control,False
6255724,test,test,True
4646433,control,control,False
9816717,control,control,False
2478628,test,test,True
1605677,test,test,True
5598911,control,control,False
9938104,test,test,True
8498591,control,control,False
7385999,control,control,False
5757723,control,control,False
4992306,control,control,False
1181777,control,control,False
204361,control,control,False
4972552,control,control,False
5021259,control,control,False
3089372,test,test,True
2411318,control,control,False
267299,control,control,False
3756516,test,test,True
3177299,test,test,True
1667795,control,control,False
2626569,test,test,True
4077197,test,test,True
7691865,test,test,True
1830511,control,control,False
4916553,test,test,True
7511654,control,control,False
4834299,test,test,True
1462470,test,test,True
9424502,control,control,False
1194408,control,control,False
3192339,test,test,True
3710720,control,control,False
5588167,test,test,True
612481,control,control,False
1316402,test,test,True
428188,control,control,False
1912082,test,test,True
4070915,test,test,True
5469096,control,control,False
5037795,control,control,False
8548477,test,test,True
1759261,control,control,False
640995,test,test,True
673672,control,control,False
9575330,test,test,True
5004515,test,test,True
3698628,control,control,False
9787741,control,control,False
1300224,test,test,True
6765138,test,test,True
6217298,test,test,True
1032721,control,control,False
4453547,control,control,False
1423754,test,test,True
7013769,control,control,False
1707115,test,test,True
86616,control,control,False
8514305,control,control,False
3077416,control,control,False
8140196,test,test,True
7803457,control,control,False
4803107,test,test,True
9041483,control,control,False
4373203,control,control,False
7470426,control,control,False
1051377,control,control,False
9198825,control,control,False
9709954,control,control,False
4623321,test,test,True
6126502,control,control,False
3064729,test,test,True
5838845,test,test,True
6340382,test,test,True
2521236,test,test,True
714189,test,test,True
8296896,test,test,True
7054527,control,control,False
5742957,test,test,True
8767041,control,control,False
1456682,test,test,True
9087617,test,test,True
9670804,test,test,True
3034096,test,test,True
1715882,test,test,True
3766933,control,control,False
6365047,test,test,True
7983890,test,test,True
2785646,test,test,True
3530964,test,test,True
7582587,control,control,False
822741,control,control,False
4071532,test,test,True
6643288,test,test,True
9513978,test,test,True
7408332,test,test,True
8430663,test,test,True
7991318,control,control,False
5316428,control,control,False
9100219,control,control,False
4674528,control,control,False
228868,test,test,True
3927920,control,control,False
8635406,control,control,False
7226525,test,test,True
4777945,control,control,False
5366824,test,test,True
7451853,control,control,False
7182819,control,control,False
